fid,tree_id,block_id,created_at,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,spc_common,steward,guards,sidewalk,user_type,problems,root_stone,root_grate,root_other,trunk_wire,trnk_light,trnk_other,brch_light,brch_shoe,brch_other,address,postcode,zip_city,community board,borocode,borough,cncldist,st_assem,st_senate,nta,nta_name,boro_ct,state,latitude,longitude,x_sp,y_sp,council district,census tract,bin,bbl
"503886","5915","304704",05/29/2015,"4","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,61-010 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024500",New York,40.74135956,-73.9043225,1010763.074,209388.3759,"26","245","4437383","4023140100"
"504055","12427","301148",06/08/2015,"5","0",OnCurb,Alive,Good,Tilia cordata,littleleaf linden,None,None,NoDamage,TreesCount Staff,TrunkOther,false,false,false,false,false,true,false,false,false,50-001 25 AVENUE,"11377",Woodside,"401","4",Queens,"22","36","13",QN63,Woodside,"4029700",New York,40.76423949,-73.90358453,1010958.396,217724.4957,"22","297","4022500","4010160060"
"504136","12425","301148",06/08/2015,"4","0",OnCurb,Alive,Good,Tilia cordata,littleleaf linden,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,50-001 25 AVENUE,"11377",Woodside,"401","4",Queens,"22","36","13",QN63,Woodside,"4029700",New York,40.76416503,-73.90342693,1011002.083,217697.4137,"22","297","4022500","4010160060"
"504150","5913","304704",05/29/2015,"7","0",OnCurb,Alive,Good,Tilia americana,American linden,1or2,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,60-010 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024500",New York,40.74132244,-73.90400286,1010851.662,209374.9491,"26","245","4437383","4023140100"
"504231","4551","303669",05/27/2015,"7","0",OnCurb,Alive,Good,Tilia cordata,littleleaf linden,1or2,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,41-011 67 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026300",New York,40.74419396,-73.89780438,1012568.094,210423.0802,"26","263","4030483","4013070013"
"504413","6126","304607",05/29/2015,"25","0",OnCurb,Alive,Good,Tilia cordata,littleleaf linden,None,Helpful,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,58-017 34 AVENUE,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4025700",New York,40.75194662,-73.90270274,1011207.637,213246.0742,"26","257","4027008","4011820002"
"504434","5853","304703",05/29/2015,"14","0",OnCurb,Alive,Good,Tilia americana,American linden,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,60-016 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74146105,-73.9040898,1010827.516,209425.4244,"26","245","4437383","4023140100"
"504449","19445","304162",06/14/2015,"9","0",OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,NYC Parks Staff,None,false,false,false,false,false,false,false,false,false,39-017 54 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74832313,-73.90906596,1009445.985,211924.0253,"26","255","4028145","4012250027"
"504659","5927","304700",05/29/2015,"3","0",OnCurb,Alive,Fair,Acer rubrum,red maple,1or2,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,46-001 58 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024500",New York,40.74172068,-73.90741848,1009905.012,209519.0233,"26","245","4454475","4023137501"
"504729","5855","304702",05/29/2015,"12","0",OnCurb,Alive,Poor,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,44-006 60 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.741604,-73.90420187,1010796.403,209477.4702,"26","249","4031402","4013340077"
"504909","6141","304618",05/29/2015,"3","0",OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,33-055 60 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4025700",New York,40.75224223,-73.90228254,1011323.94,213353.9054,"26","293","4027089","4011830143"
"504927","6281","304620",05/29/2015,"15","0",OnCurb,Alive,Good,Tilia cordata,littleleaf linden,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,33-041 60 PLACE,"11377",Woodside,"402","4",Queens,"26","34","16",QN63,Woodside,"4029300",New York,40.75247689,-73.90170629,1011483.502,213439.5761,"26","293","4027087","4011830139"
"504999","6142","304618",05/29/2015,"4","0",OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,33-057 60 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4025700",New York,40.75217051,-73.90226899,1011327.723,213327.7781,"26","293","4027069","4011830043"
"505099","4548","303669",05/27/2015,"8","0",OnCurb,Alive,Good,Tilia cordata,littleleaf linden,1or2,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,41-015 67 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026300",New York,40.74398615,-73.89776752,1012578.397,210347.3779,"26","263","4030482","4013070011"
"506058","19447","304162",06/14/2015,"18","0",OnCurb,Alive,Good,Malus,crab apple,3or4,None,NoDamage,NYC Parks Staff,Stones,true,false,false,false,false,false,false,false,false,39-011 54 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74842804,-73.90901874,1009459.03,211962.2615,"26","255","4028147","4012250030"
"506164","5924","304700",05/29/2015,"9","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,1or2,None,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,58-002 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024500",New York,40.74166183,-73.90694543,1010036.119,209497.7225,"26","245","4454475","4023137501"
"506268","12554","301147",06/08/2015,"15","0",OnCurb,Alive,Poor,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,50-002 25 AVENUE,"11377",Woodside,"401","4",Queens,"22","36","13",QN63,Woodside,"4029700",New York,40.76413091,-73.90315244,1011078.135,217685.0686,"22","297","4022553","4010180020"
"506443","19465","304161",06/14/2015,"3","0",OnCurb,Alive,Fair,Pyrus calleryana,Callery pear,1or2,None,NoDamage,NYC Parks Staff,None,false,false,false,false,false,false,false,false,false,54-010 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74865173,-73.90851036,1009599.807,212043.907,"26","255","4028151","4012250036"
"506756","19438","304162",06/14/2015,"25","0",OnCurb,Alive,Fair,Prunus,cherry,None,None,NoDamage,NYC Parks Staff,TrunkOther,false,false,false,false,false,true,false,false,false,54-001 WOODSIDE AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74747449,-73.90944793,1009340.468,211614.7294,"26","255","4028135","4012250012"
"507079","5936","304697",05/29/2015,"12","0",OnCurb,Alive,Good,Fraxinus pennsylvanica,green ash,1or2,None,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,58-001 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74190249,-73.90679507,1010077.692,209585.4447,"26","249","4031397","4013340001"
"507130","5937","304697",05/29/2015,"9","0",OnCurb,Alive,Good,Fraxinus pennsylvanica,green ash,1or2,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,58-001 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74188966,-73.9066874,1010107.533,209580.8007,"26","249","4031397","4013340001"
"507278","6278","304620",05/29/2015,"6","0",OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,NoDamage,TreesCount Staff,"Stones,WiresRope",true,false,false,true,false,false,false,false,false,33-061 60 PLACE,"11377",Woodside,"402","4",Queens,"26","34","16",QN63,Woodside,"4029300",New York,40.7521654,-73.90152045,1011535.118,213326.1482,"26","293","4027062","4011830036"
"507425","5939","304697",05/29/2015,"11","0",OnCurb,Alive,Good,Fraxinus pennsylvanica,green ash,1or2,None,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,58-025 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74185056,-73.9063594,1010198.44,209566.6547,"26","249","4031399","4013340013"
"507557","12555","301147",06/08/2015,"16","0",OnCurb,Alive,Fair,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,50-001 25 AVENUE,"11377",Woodside,"401","4",Queens,"22","36","13",QN63,Woodside,"4029700",New York,40.76423769,-73.90319681,1011065.801,217723.9596,"22","297","4022500","4010160060"
"508238","5934","304697",05/29/2015,"16","0",OnCurb,Alive,Good,Fraxinus pennsylvanica,green ash,1or2,None,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,58-001 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74194116,-73.9071195,1009987.775,209599.4375,"26","249","4031397","4013340001"
"508279","12388","301212",06/08/2015,"12","0",OnCurb,Alive,Good,Quercus rubra,northern red oak,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,26-001 BROOKLYN QUEENS EXPWY W SR N,"11377",Woodside,"401","4",Queens,"22","36","13",QN63,Woodside,"4029900",New York,40.76255986,-73.90197811,1011404.081,217113.0445,"22","299","4022501","4010160075"
"508283","5918","304699",05/29/2015,"14","0",OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,1or2,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,59-029 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024500",New York,40.7414492,-73.90505537,1010559.952,209420.8155,"26","249","4031401","4013340071"
"508330","19466","304161",06/14/2015,"3","0",OnCurb,Alive,Good,Cladrastis kentukea,Kentucky yellowwood,None,None,NoDamage,NYC Parks Staff,None,false,false,false,false,false,false,false,false,false,54-018 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74858324,-73.90825433,1009670.772,212019.0275,"26","255","4028153","4012250041"
"508400","19386","304319",06/14/2015,"9","0",OnCurb,Alive,Good,Prunus,cherry,None,None,NoDamage,NYC Parks Staff,BranchLights,false,false,false,false,false,false,true,false,false,39-018 54 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74825931,-73.90921835,1009403.786,211900.7301,"26","255","4028128","4012240038"
"508733","19381","304319",06/14/2015,"17","0",OnCurb,Alive,Good,Acer pseudoplatanus,sycamore maple,1or2,None,NoDamage,NYC Parks Staff,TrunkOther,false,false,false,false,false,true,false,false,false,53-024 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74859345,-73.90906655,1009445.719,212022.513,"26","255","4028124","4012240031"
"508976","6296","304621",05/29/2015,"7","0",OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,33-037 60 PLACE,"11377",Woodside,"402","4",Queens,"26","34","16",QN63,Woodside,"4029300",New York,40.75226075,-73.90166108,1011496.118,213360.846,"26","293","4027067","4011830041"
"509338","5661","304682",05/29/2015,"4","0",OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,40-055 69 STREET,"11377",Woodside,"402","4",Queens,"26","34","16",QN63,Woodside,"4026300",New York,40.74460131,-73.89560332,1013177.825,210572.2078,"26","263","4030332","4013010001"
"509537","19382","304319",06/14/2015,"2","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,NYC Parks Staff,None,false,false,false,false,false,false,false,false,false,39-014 54 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74849435,-73.90911157,1009433.283,211986.394,"26","255","4028126","4012240035"
"510645","19389","304319",06/14/2015,"8","0",OnCurb,Alive,Good,Prunus,cherry,None,None,NoDamage,NYC Parks Staff,None,false,false,false,false,false,false,false,false,false,53-031 WOODSIDE AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.7476097,-73.90951345,1009322.264,211663.9721,"26","255","4028106","4012240001"
"510657","19383","304319",06/14/2015,"14","0",OnCurb,Alive,Good,Prunus,cherry,None,None,NoDamage,NYC Parks Staff,None,false,false,false,false,false,false,false,false,false,39-014 54 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74841029,-73.90914975,1009422.734,211955.7592,"26","255","4028126","4012240035"
"510658","19385","304319",06/14/2015,"10","0",OnCurb,Alive,Good,Prunus,cherry,None,None,NoDamage,NYC Parks Staff,None,false,false,false,false,false,false,false,false,false,39-016 54 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74829614,-73.90920161,1009408.409,211914.1563,"26","255","4028127","4012240036"
"510665","19387","304319",06/14/2015,"4","0",OnCurb,Alive,Good,Prunus,cherry,None,None,NoDamage,NYC Parks Staff,None,false,false,false,false,false,false,false,false,false,39-022 54 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74817318,-73.90925747,1009392.978,211869.3388,"26","255","4028129","4012240039"
"510705","19388","304319",06/14/2015,"19","0",OnCurb,Alive,Good,Tilia cordata,littleleaf linden,None,None,NoDamage,NYC Parks Staff,BranchLights,false,false,false,false,false,false,true,false,false,39-032 54 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74793295,-73.9093666,1009362.83,211781.7838,"26","255","4028132","4012240045"
"510723","19356","304320",06/14/2015,"8","0",OnCurb,Alive,Fair,Tilia cordata,littleleaf linden,1or2,None,NoDamage,NYC Parks Staff,"Stones,TrunkOther",true,false,false,false,false,true,false,false,false,53-006 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74896655,-73.90965755,1009281.827,212158.2742,"26","255","4028117","4012240020"
"511037","12556","301147",06/08/2015,"17","0",OnCurb,Alive,Fair,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,50-001 25 AVENUE,"11377",Woodside,"401","4",Queens,"22","36","13",QN63,Woodside,"4029700",New York,40.76431726,-73.90322987,1011056.61,217752.9372,"22","297","4022500","4010160060"
"511038","12559","301147",06/08/2015,"24","0",OnCurb,Alive,Poor,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,24-057 49 STREET,"11377",Woodside,"401","4",Queens,"22","36","13",QN63,Woodside,"4029700",New York,40.76473444,-73.90340322,1011008.421,217904.8782,"22","297","4608415","4010160006"
"511081","12560","301147",06/08/2015,"28","0",OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,Damage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,24-057 49 STREET,"11377",Woodside,"401","4",Queens,"22","36","13",QN63,Woodside,"4029700",New York,40.76483861,-73.90344651,1010996.389,217942.8161,"22","297","4608415","4010160006"
"511293","12562","301147",06/08/2015,"25","0",OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,Damage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,24-057 49 STREET,"11377",Woodside,"401","4",Queens,"22","36","13",QN63,Woodside,"4029700",New York,40.76505448,-73.90353534,1010971.695,218021.4367,"22","297","4608415","4010160006"
"511556","12557","301147",06/08/2015,"20","0",OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,50-001 25 AVENUE,"11377",Woodside,"401","4",Queens,"22","36","13",QN63,Woodside,"4029700",New York,40.76442666,-73.90327533,1011043.973,217792.7813,"22","297","4022500","4010160060"
"511587","12561","301147",06/08/2015,"21","0",OnCurb,Alive,Fair,Quercus palustris,pin oak,None,None,Damage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,24-057 49 STREET,"11377",Woodside,"401","4",Queens,"22","36","13",QN63,Woodside,"4029700",New York,40.76494183,-73.90348902,1010984.571,217980.4096,"22","297","4608415","4010160006"
"512136","6279","304620",05/29/2015,"7","0",OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,33-061 60 PLACE,"11377",Woodside,"402","4",Queens,"26","34","16",QN63,Woodside,"4029300",New York,40.75226063,-73.90153709,1011530.469,213360.8384,"26","293","4027062","4011830036"
"512860","19443","304162",06/14/2015,"10","0",OnCurb,Alive,Good,Prunus,cherry,None,None,NoDamage,NYC Parks Staff,TrunkOther,false,false,false,false,false,true,false,false,false,39-025 54 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74810551,-73.90916391,1009418.928,211844.7138,"26","255","4028142","4012250022"
"514079","12558","301147",06/08/2015,"4","0",OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,50-001 25 AVENUE,"11377",Woodside,"401","4",Queens,"22","36","13",QN63,Woodside,"4029700",New York,40.76452611,-73.90331665,1011032.485,217829.003,"22","297","4022500","4010160060"
"514186","4546","303669",05/27/2015,"4","0",OnCurb,Alive,Good,Prunus,cherry,None,None,Damage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,41-028 67 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026300",New York,40.74364287,-73.89770663,1012595.415,210222.3306,"26","263","4030473","4013060125"
"514489","6143","304618",05/29/2015,"4","0",OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,33-061 60 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4025700",New York,40.75210367,-73.90225637,1011331.248,213303.4317,"26","293","4027068","4011830042"
"515154","17131","304689",06/11/2015,"8","0",OnCurb,Alive,Fair,Zelkova serrata,Japanese zelkova,1or2,None,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,53-015 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4022900",New York,40.7421799,-73.91136495,1008811.246,209685.2014,"26","251","4453815","4013220039"
"515403","17107","304690",06/11/2015,"4","0",OnCurb,Alive,Fair,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,54-011 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4022900",New York,40.74217724,-73.91026005,1009117.42,209684.5426,"26","251","4030960","4013230044"
"515639","17111","304690",06/11/2015,"11","0",OnCurb,Alive,Fair,Zelkova serrata,Japanese zelkova,1or2,None,NoDamage,TreesCount Staff,"Stones,TrunkOther,BranchOther",true,false,false,false,false,true,false,false,true,54-001 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4022900",New York,40.74224289,-73.9108368,1008957.576,209708.2995,"26","251","4030961","4013230052"
"515711","19384","304319",06/14/2015,"3","0",OnCurb,Alive,Fair,Prunus,cherry,None,None,NoDamage,NYC Parks Staff,TrunkOther,false,false,false,false,false,true,false,false,false,39-014 54 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74835322,-73.90917568,1009415.572,211934.9577,"26","255","4028126","4012240035"
"515770","17110","304690",06/11/2015,"8","0",OnCurb,Alive,Fair,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,54-001 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4022900",New York,40.74222648,-73.91069261,1008997.537,209702.3602,"26","251","4030961","4013230052"
"515880","17108","304690",06/11/2015,"4","0",OnCurb,Alive,Fair,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,54-011 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4022900",New York,40.74219365,-73.91040424,1009077.46,209690.4819,"26","251","4030960","4013230044"
"516419","4552","303669",05/27/2015,"13","0",OnCurb,Alive,Poor,Acer platanoides,Norway maple,1or2,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,41-001 67 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026300",New York,40.74433867,-73.89783005,1012560.92,210475.794,"26","263","4030484","4013070018"
"517474","17106","304690",06/11/2015,"4","0",OnCurb,Alive,Poor,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,Damage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,54-011 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4022900",New York,40.74216083,-73.91011586,1009157.382,209678.6037,"26","251","4030960","4013230044"
"517608","19448","304162",06/14/2015,"4","0",OnCurb,Alive,Poor,Picea pungens,blue spruce,1or2,None,NoDamage,NYC Parks Staff,"Stones,WiresRope,BranchLights",true,false,false,true,false,false,true,false,false,39-001 54 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74859891,-73.90894183,1009480.275,212024.5373,"26","255","4028148","4012250032"
"518115","17102","304690",06/11/2015,"4","0",OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,55-001 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4022900",New York,40.74209533,-73.90954055,1009316.83,209654.9062,"26","251","4030990","4013250001"
"518116","17105","304690",06/11/2015,"4","0",OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,43-029 55 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4022900",New York,40.74214441,-73.90997168,1009197.343,209672.6644,"26","251","4030990","4013250001"
"518153","17103","304690",06/11/2015,"4","0",OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,55-001 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4022900",New York,40.74211167,-73.90968402,1009277.067,209660.8156,"26","251","4030990","4013250001"
"518154","17104","304690",06/11/2015,"4","0",OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,Damage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,43-029 55 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4022900",New York,40.74212808,-73.9098282,1009237.106,209666.7546,"26","251","4030990","4013250001"
"520818","6130","304617",05/29/2015,"4","0",OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,33-050 59 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4025700",New York,40.75225358,-73.90236147,1011302.068,213358.0153,"26","257","4027040","4011820063"
"521020","6128","304617",05/29/2015,"4","0",OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,33-058 59 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4025700",New York,40.75208442,-73.90243601,1011281.483,213296.3605,"26","257","4027007","4011820001"
"521189","17109","304690",06/11/2015,"4","0",OnCurb,Alive,Poor,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,54-011 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4022900",New York,40.74221007,-73.91054842,1009037.499,209696.4209,"26","251","4030960","4013230044"
"522392","6129","304617",05/29/2015,"4","0",OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,33-058 59 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4025700",New York,40.75215312,-73.90240573,1011289.844,213321.4018,"26","257","4027007","4011820001"
"522429","17041","304694",06/11/2015,"4","0",OnCurb,Alive,Good,Quercus alba,white oak,None,None,NoDamage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,56-015 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025100",New York,40.74209774,-73.90855775,1009589.168,209656.0647,"26","251","4031142","4013290001"
"522837","12563","301147",06/08/2015,"19","0",OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,Damage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,24-042 49 STREET,"11377",Woodside,"401","4",Queens,"22","36","13",QN63,Woodside,"4029700",New York,40.76517202,-73.90358486,1010957.929,218064.245,"22","141","4315139","4007460084"
"523542","6117","304603",05/29/2015,"24","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,33-035 58 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4025700",New York,40.75273574,-73.90313346,1011087.982,213533.4444,"26","257","4027015","4011820026"
"523932","17039","304694",06/11/2015,"4","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,57-007 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025100",New York,40.74202793,-73.90796285,1009754.044,209630.8045,"26","251","4440554","4013300001"
"523972","17038","304694",06/11/2015,"5","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,44-002 58 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025100",New York,40.74200399,-73.90775884,1009810.585,209622.1422,"26","251","4031194","4013300034"
"524500","6124","304603",05/29/2015,"15","0",OnCurb,Alive,Poor,Acer rubrum,red maple,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,33-057 58 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4025700",New York,40.75207505,-73.90343061,1011005.92,213292.6437,"26","257","4437084","4011820015"
